,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank,bsmt_num,fireplace,exter_num,baths,yr_remod_or_built,garage_space,sqft_above,overall_qual_gr_liv_area,1st_flr_and_total_bsmt_sqft,1st_flr_gr_liv_area_total_bsmt_sqft,deck_or_porch,condition_rank,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM
1068,957,1342,0,None,5,1Fam,3,No,0.0,0.0,4,938.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,3,1,PConc,3,7,482.0,2.0,3,Fin,3,Attchd,1999.0,2299,1,GasA,5,2Story,1626,1,3,Lvl,Gtl,7500,Inside,60.0,Reg,0,60,0.0,None,None,0,8,Gilbert,30,5,6,527162140,Y,0,1,CompShg,Gable,WD ,204000,0,Pave,7,938.0,AllPub,188,1999,2003,2007,16,12,3,9,3.5,4003997,964.0,2200143,13794,897666.0,2063734134.0,0,4,0,0,0,0,1,0
1069,884,1151,0,None,3,1Fam,3,No,0.0,0.0,4,884.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,434.0,2.0,3,Fin,3,BuiltIn,2001.0,2035,1,GasA,5,2Story,59,1,4,Lvl,Gtl,9505,CulDSac,68.0,IR1,0,60,180.0,BrkFace,None,0,5,Gilbert,48,5,7,528292020,Y,0,1,CompShg,Gable,WD ,222500,0,Pave,8,884.0,AllPub,144,2001,2001,2010,16,12,4,12,2.5,4004001,868.0,1798940,14245,781456.0,1590262960.0,0,4,0,0,0,0,1,0
1070,999,0,0,None,3,1Fam,3,Av,1.0,0.0,3,141.0,784.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,300.0,1.0,3,Unf,3,Attchd,1962.0,999,0,GasA,3,SFoyer,2632,1,3,Lvl,Gtl,10205,Inside,69.0,IR1,0,85,0.0,None,None,0,5,NAmes,72,5,5,535478010,Y,0,1,CompShg,Gable,WD ,134500,0,Pave,6,925.0,AllPub,150,1962,1962,2006,12,9,0,9,2.0,3849444,300.0,998001,4995,924075.0,923150925.0,0,4,0,0,0,0,1,0
1071,1378,0,0,None,2,TwnhsE,3,Av,1.0,0.0,4,527.0,851.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,4,1,PConc,2,7,540.0,2.0,3,Fin,3,Attchd,2004.0,1378,0,GasA,5,1Story,1835,1,4,Lvl,Gtl,4379,FR2,45.0,IR1,0,120,0.0,None,None,0,7,Somerst,56,5,8,533205110,Y,0,1,CompShg,Gable,WD ,214000,0,Pave,6,1378.0,AllPub,160,2004,2004,2007,22,12,4,12,3.0,4016016,1080.0,1898884,11024,1898884.0,2616662152.0,0,4,0,1,0,0,0,0
1072,793,325,0,None,3,2fmCon,3,Mn,1.0,0.0,4,286.0,507.0,0.0,Rec,Unf,Y,1,2,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,4,1,CBlock,1,7,410.0,2.0,3,Unf,3,Detchd,1939.0,1118,0,GasA,3,1.5Fin,2675,1,3,Lvl,Gtl,7800,Inside,65.0,Reg,0,190,0.0,None,None,0,5,OldTown,0,7,5,903229040,Y,0,1,CompShg,Gable,WD ,119900,271,Pave,5,793.0,AllPub,0,1939,1950,2006,4,12,4,9,2.0,3781050,820.0,886574,5590,628849.0,703053182.0,0,2,0,0,0,0,0,1
1073,1440,0,0,None,4,Duplex,3,No,0.0,0.0,3,1307.0,133.0,0.0,ALQ,Unf,N,2,2,FuseF,0,3,3,VinylSd,VinylSd,None,0,0,CBlock,2,7,0.0,0.0,0,None,0,None,0.0,1440,0,GasA,3,1Story,1503,2,2,Lvl,Gtl,12108,Inside,92.0,Reg,0,90,270.0,BrkFace,None,0,9,Edwards,0,4,4,908201120,Y,0,1,CompShg,Gable,WD ,118000,0,Pave,8,1440.0,AllPub,0,1955,1955,2008,6,9,0,9,2.0,3822025,0.0,2073600,5760,2073600.0,2985984000.0,0,4,0,0,0,0,1,0
1074,1134,0,0,None,2,1Fam,3,No,0.0,0.0,3,422.0,588.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnWw,0,0,CBlock,1,7,254.0,1.0,3,RFn,3,Attchd,1960.0,1134,0,GasA,5,1Story,1963,1,3,Lvl,Gtl,7000,Inside,70.0,Reg,0,20,45.0,BrkFace,None,0,4,NAmes,16,7,5,535452060,Y,0,1,CompShg,Gable,WD ,135000,0,Pave,6,1010.0,AllPub,0,1960,2002,2007,12,9,0,9,1.0,3923920,254.0,1285956,5670,1145340.0,1298815560.0,0,4,0,0,0,0,1,0
1075,1053,795,0,Pave,4,1Fam,3,No,0.0,0.0,3,833.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,4,1,BrkTil,1,7,370.0,2.0,3,Unf,3,Detchd,1922.0,1848,1,GasA,4,1.5Fin,1352,1,4,Bnk,Gtl,13053,Inside,64.0,Reg,0,50,0.0,None,None,0,6,BrkSide,0,7,6,903400180,N,0,1,CompShg,Gambrel,WD ,207000,220,Pave,8,833.0,AllPub,0,1923,2000,2008,5,9,4,9,1.5,3846000,740.0,1945944,11088,877149.0,1620971352.0,0,4,0,0,0,0,1,0
1076,1390,304,0,None,4,1Fam,3,No,0.0,0.0,3,758.0,423.0,0.0,Rec,Unf,Y,2,2,SBrkr,128,3,3,MetalSd,MetalSd,None,4,1,PConc,2,7,576.0,2.0,3,Unf,3,Detchd,1925.0,1694,0,GasA,2,1.5Fin,1519,1,3,Bnk,Gtl,8400,Inside,60.0,Reg,0,50,0.0,None,None,0,6,SWISU,0,5,6,909175100,Y,0,1,CompShg,Gable,WD ,136500,0,Pave,7,1181.0,AllPub,342,1925,1950,2008,7,9,4,9,2.0,3753750,1152.0,2354660,10164,1641590.0,2780853460.0,0,4,0,0,0,0,1,0
1077,901,0,0,None,2,1Fam,3,No,0.0,0.0,3,901.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,281.0,1.0,3,Unf,2,Detchd,1954.0,901,0,GasA,5,1Story,1305,1,3,Lvl,Gtl,6000,Corner,50.0,Reg,0,20,0.0,None,None,0,8,OldTown,0,7,4,902205140,Y,0,1,CompShg,Gable,WD ,107900,0,Pave,4,901.0,AllPub,0,1954,2000,2008,4,9,0,9,1.0,3908000,281.0,811801,3604,811801.0,731432701.0,0,4,0,0,0,0,0,1
1078,861,548,0,None,3,1Fam,3,No,1.0,0.0,3,809.0,52.0,0.0,LwQ,Unf,Y,2,2,SBrkr,84,3,3,VinylSd,VinylSd,None,4,1,BrkTil,1,7,528.0,2.0,3,Unf,3,Detchd,1968.0,1409,1,GasA,4,1.5Fin,2014,1,3,Lvl,Gtl,6240,Inside,68.0,Reg,0,50,0.0,None,None,0,3,BrkSide,0,5,6,903231090,Y,0,1,CompShg,Gable,WD ,126000,0,Pave,6,861.0,AllPub,225,1938,1950,2007,5,9,4,9,2.5,3779100,1056.0,1213149,8454,741321.0,1044521289.0,0,4,0,0,0,0,0,1
1079,1656,0,0,None,3,1Fam,4,Gd,1.0,0.0,3,441.0,639.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,BrkFace,Plywood,None,4,2,CBlock,1,7,528.0,2.0,3,Fin,3,Attchd,1960.0,1656,0,GasA,2,1Story,1,1,3,Lvl,Gtl,31770,Corner,141.0,IR1,0,20,112.0,Stone,None,0,5,NAmes,62,5,6,526301100,P,0,1,CompShg,Hip,WD ,215000,0,Pave,7,1080.0,AllPub,210,1960,1960,2010,12,12,8,9,2.0,3841600,1056.0,2742336,9936,1788480.0,2961722880.0,0,4,0,0,0,0,1,0
1080,1742,590,0,None,3,1Fam,3,Av,1.0,0.0,5,402.0,1280.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,5,1,PConc,2,7,846.0,3.0,3,Fin,3,BuiltIn,2008.0,2332,1,GasA,5,2Story,1052,1,5,Lvl,Gtl,12474,Inside,96.0,Reg,0,60,272.0,Stone,None,0,8,NridgHt,134,5,10,528102110,Y,0,1,CompShg,Gable,New,426000,0,Pave,9,1682.0,AllPub,196,2007,2008,2008,27,15,5,15,3.5,4030056,2538.0,4062344,23320,2930044.0,6832862608.0,0,4,0,0,0,0,1,0
1081,1113,0,0,None,3,1Fam,3,No,0.0,0.0,3,506.0,607.0,0.0,ALQ,Unf,Y,2,2,SBrkr,120,3,4,MetalSd,MetalSd,None,4,1,CBlock,1,7,264.0,1.0,3,Unf,3,Attchd,1950.0,1113,0,GasA,4,1Story,622,1,4,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,0.0,None,None,0,7,NAmes,80,7,5,534478230,Y,0,1,CompShg,Gable,WD ,147000,0,Pave,5,1113.0,AllPub,0,1950,2007,2009,12,9,4,12,1.0,3913650,264.0,1238769,5565,1238769.0,1378749897.0,0,4,0,0,0,0,1,0
1082,1232,0,0,None,3,1Fam,3,No,0.0,0.0,3,816.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,180,3,4,Stucco,Stucco,None,4,1,BrkTil,1,7,440.0,2.0,3,Unf,3,Detchd,1916.0,1232,0,GasA,5,1Story,913,1,4,Lvl,Gtl,8574,Inside,64.0,Reg,0,30,0.0,None,None,0,10,Crawfor,0,8,6,909251050,Y,0,1,CompShg,Gable,WD ,147500,0,Pave,6,816.0,AllPub,0,1916,2000,2009,20,9,4,12,1.0,3832000,880.0,1517824,7392,1005312.0,1238544384.0,0,4,0,0,0,0,1,0
1083,1950,0,0,None,2,1Fam,3,Gd,1.0,0.0,5,575.0,1375.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,4,1,PConc,2,7,706.0,3.0,3,Fin,3,Attchd,2007.0,1950,0,GasA,5,1Story,1058,1,5,Lvl,Gtl,14418,Inside,104.0,IR1,0,20,480.0,BrkFace,None,0,5,NridgHt,207,5,9,528114040,Y,0,1,CompShg,Hip,WD ,383000,0,Pave,7,1950.0,AllPub,156,2007,2007,2008,27,15,4,15,3.0,4028049,2118.0,3802500,17550,3802500.0,7414875000.0,0,4,0,0,0,0,1,0
1084,1872,0,0,None,3,1Fam,3,Av,0.0,1.0,4,916.0,929.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,3,1,CBlock,2,7,604.0,2.0,3,Fin,3,Attchd,1988.0,1872,0,GasA,4,1Story,2348,1,3,Lvl,Gtl,10400,Inside,80.0,Reg,0,20,102.0,BrkFace,None,0,6,NWAmes,39,5,7,527354040,Y,0,1,CompShg,Gable,WD ,241500,0,Pave,6,1845.0,AllPub,197,1988,1988,2006,17,12,3,9,2.5,3952144,1208.0,3504384,13104,3453840.0,6465588480.0,0,4,0,0,0,0,1,0
1085,676,588,0,None,3,1Fam,3,No,0.0,0.0,4,676.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Shng,None,0,0,BrkTil,1,7,400.0,2.0,3,Unf,3,Detchd,1994.0,1264,0,GasA,5,1.5Fin,1527,1,3,Lvl,Gtl,15564,Inside,63.0,Reg,0,50,0.0,None,Shed,400,1,Crawfor,0,6,6,909252220,Y,0,1,CompShg,Gable,WD ,147500,0,Pave,6,676.0,AllPub,424,1914,1995,2008,20,12,0,9,1.0,3818430,800.0,854464,7584,456976.0,577617664.0,0,4,0,0,0,0,1,0
1086,1168,1332,0,None,5,1Fam,3,Gd,0.0,0.0,5,1152.0,16.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,3,7,683.0,3.0,3,Fin,3,BuiltIn,2005.0,2500,1,GasA,5,2Story,1011,1,5,HLS,Gtl,13543,Corner,101.0,IR1,0,60,130.0,Stone,None,0,7,StoneBr,32,5,8,527208010,Y,0,1,CompShg,Gable,WD ,355000,0,Pave,9,1168.0,AllPub,192,2005,2005,2008,28,15,4,12,3.5,4020025,2049.0,2920000,20000,1364224.0,3410560000.0,0,4,0,0,0,0,1,0
1087,784,0,0,None,2,1Fam,3,No,1.0,0.0,3,0.0,784.0,0.0,ALQ,Unf,Y,2,2,SBrkr,116,3,3,MetalSd,MetalSd,None,0,0,BrkTil,1,7,0.0,0.0,0,None,0,None,0.0,784,0,GasA,4,1.5Unf,1332,1,4,Lvl,Gtl,6130,Inside,50.0,Reg,0,45,0.0,None,None,0,5,BrkSide,0,6,5,903225050,Y,0,1,CompShg,Gable,WD ,109500,0,Pave,5,784.0,AllPub,0,1924,1950,2008,5,9,0,9,2.0,3751800,0.0,614656,3920,614656.0,481890304.0,0,4,0,0,0,0,0,1
1088,612,0,0,None,1,1Fam,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,N,2,2,FuseA,25,4,3,MetalSd,MetalSd,None,0,0,BrkTil,1,7,308.0,1.0,2,Unf,3,Detchd,1965.0,612,0,GasA,2,1Story,709,1,3,Lvl,Gtl,5925,Corner,50.0,Reg,0,30,0.0,None,None,0,10,OldTown,0,4,2,902205010,N,0,1,CompShg,Gable,WD ,45000,0,Pave,4,0.0,AllPub,0,1940,1950,2009,4,0,0,12,1.0,3783000,308.0,374544,1224,0.0,0.0,0,4,0,0,0,0,0,1
1089,1207,1196,0,None,4,1Fam,3,Mn,0.0,0.0,3,1032.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,318,4,3,MetalSd,MetalSd,None,3,2,CBlock,2,7,349.0,1.0,3,Unf,3,Attchd,1940.0,2403,0,GasA,5,2Story,209,1,3,Lvl,Gtl,24090,Inside,68.0,Reg,0,70,0.0,None,None,0,6,ClearCr,0,7,7,904100140,Y,0,1,CompShg,Gable,COD,244400,0,Pave,10,1032.0,AllPub,56,1940,1950,2010,21,9,6,12,2.0,3783000,349.0,2900421,16821,1245624.0,2993234472.0,0,4,0,0,0,0,1,0
1090,1644,0,0,None,3,1Fam,3,No,1.0,0.0,3,131.0,1285.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,4,2,CBlock,1,7,418.0,2.0,3,Fin,3,Attchd,1953.0,1644,0,GasA,3,1Story,619,1,3,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,238.0,Stone,None,0,10,NAmes,0,5,6,534476150,Y,0,1,CompShg,Hip,WD ,167000,0,Pave,7,1416.0,AllPub,110,1953,1953,2009,12,9,8,9,2.0,3814209,836.0,2702736,9864,2327904.0,3827074176.0,0,4,0,0,0,0,1,0
1091,860,869,0,None,3,1Fam,3,No,0.0,0.0,4,860.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,542.0,2.0,3,Fin,3,Attchd,2002.0,1729,1,GasA,5,2Story,2150,1,4,Lvl,Gtl,8158,Inside,65.0,Reg,0,60,214.0,BrkFace,None,0,8,CollgCr,63,5,7,907262020,Y,0,1,CompShg,Gable,WD ,200000,0,Pave,7,860.0,AllPub,386,2002,2002,2007,19,12,0,12,2.5,4008004,1084.0,1486940,12103,739600.0,1278768400.0,0,4,0,0,0,0,1,0
1092,879,0,0,None,2,1Fam,3,No,0.0,0.0,3,830.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Shng,None,0,0,BrkTil,1,7,180.0,1.0,3,Unf,3,Detchd,1936.0,879,0,GasA,4,1Story,2704,1,3,Lvl,Gtl,5220,Inside,50.0,IR1,0,30,0.0,None,None,0,1,SWISU,108,3,5,904302020,P,0,1,CompShg,Gable,WD ,80000,0,Pave,4,830.0,AllPub,0,1936,1950,2006,7,9,0,9,1.0,3775200,180.0,772641,4395,729570.0,641292030.0,0,4,0,0,0,0,1,0
1093,864,0,0,None,2,1Fam,3,No,1.0,0.0,3,697.0,167.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,WdShing,Plywood,None,0,0,CBlock,1,7,572.0,2.0,3,Unf,3,Detchd,1957.0,864,0,GasA,3,1Story,2839,1,3,Lvl,Gtl,8172,Inside,60.0,Reg,0,20,0.0,None,None,0,4,Edwards,0,7,5,908275220,N,0,1,CompShg,Hip,WD ,115000,0,Pave,5,864.0,AllPub,0,1955,1990,2006,6,9,0,9,2.0,3890450,1144.0,746496,4320,746496.0,644972544.0,0,4,0,0,0,0,1,0
1094,1196,0,0,None,2,1Fam,3,No,1.0,0.0,4,580.0,616.0,0.0,LwQ,Unf,Y,2,2,FuseA,0,3,3,Wd Sdng,Wd Sdng,None,4,1,CBlock,1,7,297.0,1.0,3,RFn,3,Attchd,1956.0,1196,0,GasA,4,1Story,1242,1,3,Lvl,Gtl,9000,Inside,72.0,Reg,0,20,74.0,BrkFace,None,0,5,NAmes,44,5,6,535178060,Y,0,1,CompShg,Gable,WD ,139000,0,Pave,6,1196.0,AllPub,0,1956,1956,2008,12,12,4,9,2.0,3825936,297.0,1430416,7176,1430416.0,1710777536.0,0,4,0,0,0,0,1,0
1095,672,728,0,None,3,1Fam,3,No,0.0,0.0,3,463.0,209.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,3,1,CBlock,1,7,440.0,2.0,3,Fin,3,Attchd,1978.0,1400,1,GasA,3,2Story,2714,1,3,Lvl,Gtl,7844,Inside,74.0,Reg,0,60,203.0,BrkFace,None,0,3,Sawyer,0,7,6,905107070,Y,0,1,CompShg,Hip,WD ,149500,0,Pave,6,672.0,AllPub,0,1978,1978,2006,9,9,3,9,1.5,3912484,880.0,940800,8400,451584.0,632217600.0,0,4,0,0,0,0,1,0
1096,755,755,0,None,4,1Fam,3,Mn,1.0,0.0,3,755.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,4,1,CBlock,1,7,296.0,1.0,1,Unf,2,Detchd,1940.0,1510,0,GasA,3,2Story,799,1,3,Lvl,Gtl,9084,Inside,60.0,Reg,0,70,0.0,None,None,0,10,Edwards,0,5,4,905480210,P,0,1,CompShg,Gable,WD ,108000,0,Pave,7,755.0,AllPub,120,1940,1950,2009,6,9,4,9,2.0,3783000,296.0,1140050,6040,570025.0,860737750.0,0,2,0,0,0,0,1,0
1097,694,600,0,Grvl,3,2fmCon,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,N,2,2,FuseA,210,3,3,MetalSd,MetalSd,None,0,0,BrkTil,2,7,0.0,0.0,0,None,0,None,0.0,1294,0,GasA,3,2Story,1260,2,3,Lvl,Gtl,10800,Inside,60.0,Reg,0,190,0.0,None,None,0,8,OldTown,114,7,4,535383100,N,0,1,CompShg,Gable,WD ,106250,0,Pave,7,0.0,AllPub,220,1900,2000,2008,4,0,0,9,2.0,3800000,0.0,898036,5176,0.0,0.0,0,4,0,0,0,0,1,0
1098,1240,0,0,None,2,1Fam,3,Av,0.0,0.0,4,1240.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,826.0,3.0,3,RFn,3,Attchd,2006.0,1240,0,GasA,5,1Story,2107,1,4,Lvl,Gtl,8556,Inside,74.0,Reg,0,20,0.0,None,None,0,5,CollgCr,93,5,7,906380160,Y,0,1,CompShg,Gable,WD ,194000,0,Pave,5,1240.0,AllPub,140,2006,2006,2007,19,12,0,12,2.0,4024036,2478.0,1537600,8680,1537600.0,1906624000.0,0,4,0,0,0,0,1,0
1099,988,0,0,None,3,1Fam,3,No,1.0,0.0,3,952.0,36.0,0.0,LwQ,Unf,Y,1,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,624.0,2.0,3,Unf,3,Detchd,1977.0,988,0,GasA,5,1Story,2486,1,3,Lvl,Gtl,9100,Inside,70.0,Reg,0,20,51.0,BrkFace,None,0,7,Sawyer,0,4,5,532351060,Y,0,1,CompShg,Hip,WD ,129500,0,Pave,6,988.0,AllPub,0,1962,1962,2006,9,9,0,9,2.0,3849444,1248.0,976144,4940,976144.0,964430272.0,0,2,0,0,0,0,1,0
1100,1560,0,0,None,4,Duplex,3,No,0.0,0.0,3,1560.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,2,7,792.0,3.0,3,Unf,3,Detchd,1968.0,1560,0,GasA,3,1Story,1911,2,3,Lvl,Gtl,8668,Corner,63.0,Reg,0,90,0.0,None,None,0,5,NAmes,0,5,5,535101150,Y,0,1,CompShg,Gable,WD ,126000,0,Pave,8,1560.0,AllPub,0,1968,1968,2007,12,9,0,9,2.0,3873024,2376.0,2433600,7800,2433600.0,3796416000.0,0,4,0,0,0,0,1,0
1101,1368,0,0,None,3,1Fam,3,Mn,1.0,0.0,2,0.0,1078.0,0.0,Rec,Unf,Y,2,2,FuseA,211,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,6,195.0,1.0,3,RFn,3,Attchd,1950.0,1368,0,GasA,3,1Story,896,1,3,Lvl,Gtl,11767,Inside,70.0,Reg,0,20,0.0,None,Shed,900,6,Edwards,41,5,5,908225290,Y,0,1,CompShg,Gable,WD ,120000,0,Pave,6,1078.0,AllPub,0,1950,1950,2009,6,6,0,9,2.0,3802500,195.0,1871424,6840,1474704.0,2017395072.0,0,4,0,0,0,0,1,0
1102,1484,0,144,None,3,1Fam,3,Av,1.0,0.0,4,761.0,712.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,606.0,2.0,3,RFn,3,Attchd,2004.0,1484,0,GasA,5,1Story,272,1,4,Lvl,Gtl,8400,Inside,70.0,Reg,0,20,109.0,BrkFace,None,0,5,CollgCr,35,5,7,907410080,Y,0,1,CompShg,Gable,WD ,213000,0,Pave,7,1473.0,AllPub,0,2004,2005,2010,19,12,0,12,3.0,4018020,1212.0,2202256,10388,2185932.0,3243923088.0,0,4,0,0,0,0,1,0
1103,1226,0,0,None,1,TwnhsE,3,Gd,1.0,0.0,4,419.0,807.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,Wd Sdng,Wd Sdng,None,2,1,CBlock,1,7,484.0,2.0,3,Fin,3,Attchd,1980.0,1226,0,GasA,3,1Story,2521,1,4,Lvl,Gtl,3874,Inside,40.0,IR1,0,120,0.0,None,None,0,7,Greens,78,5,8,533253090,Y,0,1,CompShg,Gable,WD ,190000,0,Pave,4,1226.0,AllPub,133,1980,1980,2006,15,12,2,12,2.0,3920400,968.0,1503076,9808,1503076.0,1842771176.0,0,4,0,0,0,0,1,0
1104,1169,0,0,None,3,1Fam,3,No,0.0,1.0,4,455.0,705.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3,1,PConc,2,7,402.0,2.0,3,Fin,3,Attchd,1993.0,1169,0,GasA,4,1Story,2324,1,3,Lvl,Gtl,8076,Inside,68.0,IR1,0,20,112.0,BrkFace,None,0,7,Gilbert,26,6,6,527158020,Y,0,1,CompShg,Gable,WD ,183500,144,Pave,6,1160.0,AllPub,0,1993,1994,2006,16,12,3,9,2.5,3974042,804.0,1366561,7014,1356040.0,1585210760.0,0,4,0,0,0,0,1,0
1105,1035,616,0,None,4,1Fam,3,Av,0.0,1.0,3,0.0,242.0,483.0,Rec,ALQ,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,MnPrv,3,2,CBlock,2,7,276.0,1.0,3,Unf,3,BuiltIn,1963.0,1651,0,GasA,3,SLvl,1953,1,3,Lvl,Gtl,10090,Inside,93.0,IR1,0,80,364.0,BrkFace,None,0,10,NAmes,46,5,7,535402140,Y,0,1,CompShg,Gable,WD ,172000,165,Pave,6,725.0,AllPub,460,1963,1999,2007,12,9,6,9,2.5,3924037,276.0,1708785,11557,750375.0,1238869125.0,0,4,0,0,0,0,1,0
1106,816,0,0,None,2,1Fam,3,Mn,1.0,0.0,3,126.0,690.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,4,1,CBlock,1,7,288.0,1.0,2,Unf,2,Detchd,1958.0,816,0,GasA,5,1Story,887,1,3,Lvl,Mod,8877,Inside,67.0,Reg,0,20,0.0,None,None,0,5,Edwards,0,6,4,908102290,Y,0,1,CompShg,Gable,WD ,100000,0,Pave,3,816.0,AllPub,0,1938,1958,2009,6,9,4,9,2.0,3794604,288.0,665856,3264,665856.0,543338496.0,0,4,0,0,0,0,1,0
1107,1564,0,0,None,3,1Fam,3,No,0.0,0.0,4,1508.0,56.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,814.0,3.0,3,RFn,3,Attchd,2007.0,1564,0,GasA,5,1Story,1479,1,4,Lvl,Gtl,11058,Corner,85.0,Reg,0,20,212.0,Stone,None,0,2,CollgCr,24,6,7,907418010,Y,0,1,CompShg,Gable,WD ,218836,0,Pave,6,1564.0,AllPub,0,2007,2007,2008,19,12,0,12,2.0,4028049,2442.0,2446096,10948,2446096.0,3825694144.0,0,4,0,0,0,0,1,0
1108,1221,691,0,Pave,3,2fmCon,3,No,0.0,0.0,2,482.0,0.0,0.0,Unf,Unf,N,2,2,SBrkr,212,3,3,Wd Sdng,Wd Sdng,None,3,1,BrkTil,2,7,672.0,2.0,3,Unf,4,Detchd,2003.0,1912,0,GasA,5,1.5Fin,1317,2,3,Lvl,Gtl,10800,Inside,60.0,Reg,0,190,0.0,None,None,0,4,OldTown,25,7,6,902326060,Y,0,1,CompShg,Gable,WD ,163000,0,Pave,7,482.0,AllPub,0,1905,2000,2008,4,6,3,9,2.0,3810000,1344.0,2334552,11472,588522.0,1125254064.0,0,4,0,0,0,0,0,1
1109,1525,0,0,None,3,1Fam,3,Av,0.0,0.0,4,1510.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,534.0,2.0,3,RFn,3,Attchd,2006.0,1525,1,GasA,5,1Story,1750,1,4,Lvl,Gtl,10936,Inside,59.0,IR1,0,20,0.0,None,None,0,4,Gilbert,18,5,7,528235170,Y,0,1,CompShg,Gable,New,206580,0,Pave,6,1510.0,AllPub,100,2006,2006,2007,16,12,4,12,2.5,4024036,1068.0,2325625,10675,2302750.0,3511693750.0,0,4,0,0,0,0,1,0
