,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,ms_zoning,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank
921,1358,0,0,None,1,1Fam,3,No,1.0,0.0,4,476.0,872.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,Stucco,Stucco,None,3,1,PConc,1,7,418.0,2.0,3,Unf,3,Attchd,2002.0,1358,1,GasA,5,1Story,2793,1,4,Lvl,Gtl,11088,Corner,68.0,Reg,0,20,RL,0.0,None,None,0,6,CollgCr,166,5,8,907255010,Y,0,1,CompShg,Hip,WD ,220000,0,Pave,5,1348.0,AllPub,68,2002,2002,2006,19
922,1496,0,0,None,3,1Fam,3,Av,0.0,0.0,4,1496.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,CemntBd,CmentBd,None,0,0,PConc,2,7,474.0,2.0,3,Fin,3,Attchd,2007.0,1496,0,GasA,5,1Story,1789,1,4,Lvl,Gtl,9158,Inside,76.0,Reg,0,20,RL,140.0,Stone,None,0,6,Somerst,130,5,8,528439050,Y,0,1,CompShg,Gable,New,225000,0,Pave,7,1496.0,AllPub,168,2007,2007,2007,22
923,932,0,0,None,2,1Fam,3,No,0.0,0.0,3,932.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,214,3,3,BrkFace,BrkFace,GdPrv,4,1,CBlock,1,7,306.0,1.0,3,Unf,3,Attchd,1950.0,932,0,GasA,5,1Story,1900,1,4,Lvl,Gtl,8280,Inside,57.0,IR1,0,20,RL,0.0,None,None,0,11,NAmes,0,5,6,534430090,Y,0,1,CompShg,Gable,WD ,124000,0,Pave,4,932.0,AllPub,0,1950,1950,2007,12
924,1040,0,0,None,2,Duplex,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,N,2,2,FuseA,0,3,3,BrkFace,BrkFace,None,0,0,Slab,2,7,400.0,2.0,3,Unf,3,Detchd,1987.0,1040,0,Wall,2,1Story,677,2,3,Lvl,Gtl,8544,Corner,60.0,Reg,0,90,RL,0.0,None,None,0,6,NAmes,0,4,3,535450160,Y,0,1,CompShg,Gable,WD ,92900,0,Pave,6,0.0,AllPub,0,1950,1950,2009,12
925,1072,0,0,None,2,1Fam,3,No,1.0,0.0,3,938.0,134.0,0.0,LwQ,Unf,Y,2,2,SBrkr,105,2,3,Wd Sdng,Wd Sdng,None,0,0,BrkTil,1,7,1184.0,5.0,3,Unf,2,Detchd,1982.0,1072,0,GasA,3,1Story,747,1,3,Lvl,Gtl,8635,Inside,50.0,Reg,0,30,RM,0.0,None,None,0,8,BrkSide,0,5,5,903236040,P,0,1,CompShg,Hip,WD ,126500,0,Pave,5,1072.0,AllPub,0,1925,1950,2009,5
926,864,0,0,None,3,1Fam,3,No,0.0,0.0,3,264.0,600.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,MnWw,0,0,CBlock,1,7,576.0,2.0,3,Unf,3,Detchd,1980.0,864,0,GasA,3,1Story,1038,1,3,Lvl,Gtl,12735,FR2,68.0,IR1,0,20,RL,0.0,None,None,0,4,NAmes,0,5,4,527425035,Y,0,1,CompShg,Hip,COD,111250,0,Pave,5,864.0,AllPub,216,1972,1972,2008,12
927,997,1288,0,None,4,1Fam,3,No,0.0,0.0,4,969.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,3,1,PConc,2,7,648.0,3.0,3,Fin,3,BuiltIn,2000.0,2285,1,GasA,5,2Story,1763,1,4,Lvl,Gtl,11000,FR2,68.0,Reg,0,60,RL,72.0,BrkFace,None,0,6,NoRidge,56,5,8,528326060,Y,0,1,CompShg,Gable,WD ,248000,0,Pave,8,969.0,AllPub,0,2000,2000,2007,26
928,1117,0,0,None,3,1Fam,3,No,0.0,0.0,3,1117.0,0.0,0.0,Unf,Unf,Y,3,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,264.0,1.0,3,Unf,3,Attchd,1963.0,1117,0,GasA,5,1Story,1283,1,3,Lvl,Gtl,7590,Inside,69.0,Reg,0,20,RL,0.0,None,None,0,5,NAmes,0,5,5,535477090,Y,0,1,CompShg,Gable,COD,136870,0,Pave,6,1117.0,AllPub,0,1963,1963,2008,12
929,848,0,0,None,1,TwnhsE,3,Av,1.0,0.0,4,131.0,717.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,1,7,420.0,2.0,3,Fin,3,Attchd,2003.0,848,0,GasA,5,1Story,2803,1,4,Lvl,Gtl,4435,Inside,37.0,Reg,0,120,RM,170.0,BrkFace,None,0,4,CollgCr,0,5,6,907290160,Y,0,1,CompShg,Gable,WD ,133000,0,Pave,4,848.0,AllPub,140,2003,2003,2006,19
930,1048,0,0,None,3,1Fam,3,No,1.0,0.0,3,462.0,586.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,286.0,1.0,3,Unf,3,Attchd,1956.0,1048,0,GasA,3,1Story,1927,1,3,Lvl,Gtl,10152,Inside,72.0,Reg,0,20,RL,120.0,BrkFace,None,0,6,NAmes,20,5,5,535180030,Y,0,1,CompShg,Hip,WD ,135000,192,Pave,6,1048.0,AllPub,0,1956,1956,2007,12
931,936,0,0,None,2,1Fam,3,Mn,0.0,0.0,4,684.0,252.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,1,7,288.0,1.0,3,Unf,3,Attchd,1969.0,936,0,GasA,3,1Story,1036,1,3,Lvl,Gtl,10295,FR2,68.0,Reg,0,20,RL,72.0,BrkFace,None,0,9,NAmes,0,6,4,527402130,Y,0,1,CompShg,Gable,COD,111900,0,Pave,4,936.0,AllPub,16,1969,1969,2008,12
932,1283,0,0,None,3,1Fam,3,No,1.0,0.0,3,319.0,504.0,108.0,Rec,BLQ,Y,2,2,SBrkr,0,4,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,506.0,2.0,3,Unf,3,Detchd,1980.0,1283,0,GasA,3,1Story,1237,1,3,Lvl,Gtl,7763,Inside,70.0,Reg,0,20,RL,0.0,None,None,0,10,NAmes,0,7,5,535151160,Y,0,1,CompShg,Gable,WD ,140000,0,Pave,6,931.0,AllPub,0,1962,1980,2008,12
933,1120,468,0,None,4,1Fam,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,Y,1,2,SBrkr,0,3,3,WdShing,Plywood,None,4,1,CBlock,2,5,680.0,2.0,3,Fin,3,Detchd,1991.0,1588,0,GasA,3,1.5Fin,1375,1,3,Lvl,Gtl,17120,Inside,80.0,Reg,0,50,RL,0.0,None,None,0,7,ClearCr,59,4,4,904101170,N,0,1,CompShg,Gable,WD ,134432,0,Pave,7,0.0,AllPub,0,1959,1959,2008,21
934,2042,0,0,None,3,1Fam,3,Gd,1.0,0.0,5,590.0,1152.0,0.0,GLQ,Unf,Y,3,3,SBrkr,0,3,5,CemntBd,CmentBd,None,4,1,PConc,2,7,724.0,3.0,3,Fin,3,Attchd,2007.0,2042,0,GasA,5,1Story,1643,1,5,HLS,Gtl,13870,Inside,81.0,IR1,0,20,RL,250.0,BrkFace,None,0,10,StoneBr,52,5,10,527256040,Y,0,1,CompShg,Hip,New,455000,174,Pave,8,1742.0,AllPub,240,2006,2007,2007,28
935,1203,1323,0,None,4,1Fam,3,No,1.0,0.0,4,425.0,740.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,3,1,PConc,2,7,844.0,3.0,3,RFn,3,Attchd,1994.0,2526,1,GasA,5,2Story,2453,1,4,Lvl,Gtl,10120,Inside,92.0,Reg,0,60,RL,391.0,BrkFace,None,0,12,NoRidge,78,5,8,528365090,Y,0,1,CompShg,Hip,WD ,290000,0,Pave,8,1165.0,AllPub,309,1994,1994,2006,26
936,988,885,0,None,3,1Fam,3,Gd,0.0,0.0,4,646.0,342.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,3,1,PConc,2,7,597.0,2.0,3,RFn,3,Attchd,1999.0,1873,1,GasA,5,2Story,2129,1,4,Lvl,Gtl,10820,CulDSac,47.0,IR2,0,60,RL,0.0,None,None,0,3,CollgCr,123,5,7,907187040,Y,0,1,CompShg,Gable,WD ,235500,0,Pave,7,988.0,AllPub,202,1999,1999,2007,19
937,940,476,0,Grvl,3,1Fam,3,No,0.0,1.0,3,399.0,381.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,BrkTil,1,7,400.0,2.0,3,Unf,3,Detchd,1956.0,1416,0,GasA,5,1.5Fin,2640,1,4,Lvl,Gtl,9600,Inside,60.0,Reg,0,50,RM,0.0,None,None,0,6,OldTown,24,8,6,902104020,Y,0,1,CompShg,Gable,WD ,156500,0,Pave,7,780.0,AllPub,0,1900,2004,2006,4
938,953,711,0,None,3,1Fam,3,No,0.0,0.0,4,953.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,3,1,PConc,2,7,460.0,2.0,3,RFn,3,Attchd,2000.0,1664,1,GasA,5,2Story,2437,1,3,Lvl,Gtl,8121,Inside,68.0,IR1,0,60,RL,0.0,None,None,0,1,Gilbert,40,5,6,528275060,Y,0,1,CompShg,Gable,WD ,172400,0,Pave,7,953.0,AllPub,100,2000,2000,2006,16
939,1428,0,0,None,3,1Fam,3,No,0.0,0.0,4,1428.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,CemntBd,CmentBd,None,0,0,PConc,2,7,480.0,2.0,3,Fin,3,Attchd,2007.0,1428,0,GasA,5,1Story,1123,1,4,Lvl,Gtl,11639,Corner,95.0,Reg,0,20,FV,0,None,None,0,12,Somerst,120,5,7,528462040,Y,0,1,CompShg,Gable,New,182000,0,Pave,6,1428.0,AllPub,0,2007,2008,2008,22
940,1792,0,0,None,2,1Fam,3,Gd,1.0,0.0,5,560.0,1232.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,4,1,PConc,2,7,925.0,3.0,3,RFn,3,Attchd,2005.0,1792,0,GasA,5,1Story,2398,1,4,Lvl,Gtl,13758,Inside,121.0,IR1,0,20,RL,430.0,BrkFace,None,0,3,NridgHt,49,5,9,528150080,Y,0,1,CompShg,Gable,New,372397,0,Pave,6,1792.0,AllPub,204,2005,2006,2006,27
941,1093,1721,0,None,4,1Fam,3,No,0.0,1.0,4,298.0,779.0,0.0,LwQ,Unf,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,GdPrv,3,1,PConc,2,7,614.0,2.0,3,Fin,3,BuiltIn,1995.0,2814,1,GasA,5,2Story,1420,1,4,Lvl,Gtl,9771,Corner,68.0,IR3,0,60,RL,190.0,BrkFace,None,0,6,SawyerW,32,5,6,906204280,Y,0,1,CompShg,Gable,WD ,260000,216,Pave,9,1077.0,AllPub,48,1995,2002,2008,14
942,819,0,0,None,2,1Fam,3,No,0.0,0.0,3,610.0,0.0,0.0,Unf,Unf,N,2,2,FuseA,0,3,3,Wd Sdng,Wd Sdng,None,0,0,BrkTil,1,7,0.0,0.0,0,None,0,None,0.0,819,0,GasA,5,1Story,2693,1,4,Lvl,Gtl,9000,Inside,50.0,Reg,0,30,RM,0.0,None,None,0,9,IDOTRR,0,4,5,903454020,N,0,1,CompShg,Gable,WD ,72000,0,Pave,4,610.0,AllPub,0,1919,1950,2006,2
943,808,536,0,Grvl,3,2fmCon,2,No,0.0,0.0,3,536.0,0.0,0.0,Unf,Unf,N,2,2,FuseF,204,2,2,AsphShn,AsphShn,None,0,0,PConc,2,7,0.0,0.0,0,None,0,None,0.0,1344,0,GasA,5,2Story,1370,2,3,Lvl,Gtl,10320,Inside,60.0,Reg,0,190,RM,0.0,None,None,0,5,IDOTRR,0,3,3,903481100,N,0,1,CompShg,Gable,WD ,82375,0,Pave,8,536.0,AllPub,42,1915,1950,2008,2
944,1378,741,0,None,3,1Fam,3,No,0.0,0.0,3,689.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,GdPrv,3,1,CBlock,2,7,583.0,2.0,3,RFn,3,Attchd,1972.0,2119,1,GasA,3,SLvl,392,1,3,Lvl,Gtl,10448,Corner,68.0,IR1,0,80,RL,333.0,BrkFace,None,0,8,NWAmes,104,6,6,527378140,Y,0,1,CompShg,Gable,COD,158000,0,Pave,7,689.0,AllPub,0,1972,1972,2009,17
945,1072,213,0,None,2,1Fam,3,No,1.0,0.0,3,295.0,336.0,41.0,BLQ,GLQ,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,0,0,CBlock,1,6,240.0,1.0,3,Unf,3,Detchd,1948.0,1285,0,GasA,3,1.5Fin,1351,1,3,Lvl,Gtl,8635,Inside,50.0,Reg,0,50,RM,0.0,None,None,0,1,BrkSide,0,5,5,903236010,Y,0,1,CompShg,Gable,WD ,127000,0,Pave,6,672.0,AllPub,0,1948,2001,2008,5
946,1433,0,0,None,1,1Fam,3,Gd,1.0,0.0,4,0.0,1433.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,Plywood,Plywood,MnPrv,3,2,CBlock,1,7,528.0,2.0,4,RFn,4,Attchd,1987.0,1433,1,GasA,5,1Story,246,1,4,Low,Mod,11980,Inside,83.0,Reg,0,20,RL,177.0,BrkFace,None,0,6,SawyerW,278,5,7,906201120,Y,0,1,CompShg,Gable,WD ,270000,266,Pave,4,1433.0,AllPub,0,1987,1987,2010,14
947,1496,636,0,None,1,1Fam,3,Gd,1.0,0.0,4,55.0,1441.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,Wd Sdng,Wd Sdng,None,4,1,CBlock,1,5,612.0,2.0,3,Fin,4,BuiltIn,1983.0,2132,1,GasA,5,1.5Fin,802,1,4,Low,Mod,12327,Inside,79.0,IR1,0,50,RL,0.0,None,None,0,9,SawyerW,40,8,8,906201130,Y,0,1,CompShg,Gable,WD ,316600,0,Pave,5,1496.0,AllPub,349,1983,2009,2009,14
948,1357,0,0,None,2,1Fam,3,Av,1.0,0.0,3,300.0,719.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,GdPrv,4,1,CBlock,1,7,312.0,1.0,3,RFn,3,Basment,1959.0,1357,0,GasA,4,SLvl,1404,1,5,Lvl,Gtl,11512,Corner,124.0,IR1,0,80,RL,84.0,BrkFace,None,0,5,Edwards,0,7,6,905402090,Y,0,1,CompShg,Gable,WD ,177000,163,Pave,5,1019.0,AllPub,0,1959,2006,2008,6
949,2196,0,0,None,3,1Fam,3,Mn,0.0,0.0,4,1496.0,485.0,177.0,ALQ,BLQ,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,None,3,1,CBlock,2,7,701.0,3.0,3,RFn,3,Attchd,1990.0,2196,0,GasA,4,1Story,803,1,4,Lvl,Gtl,14684,CulDSac,90.0,IR1,0,20,RL,234.0,BrkFace,None,0,6,SawyerW,70,7,7,906203120,Y,0,1,CompShg,Hip,WD ,271900,0,Pave,7,2158.0,AllPub,84,1990,1991,2009,14
950,616,688,0,None,3,TwnhsE,3,Mn,0.0,0.0,4,264.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,CemntBd,CmentBd,None,4,1,PConc,1,7,336.0,1.0,3,Fin,3,BuiltIn,1976.0,1304,1,GasA,3,2Story,1595,1,3,Lvl,Gtl,2665,Inside,68.0,Reg,0,160,RM,0.0,None,None,0,6,MeadowV,24,6,5,923225150,Y,0,1,CompShg,Gable,WD ,115000,0,Pave,4,264.0,AllPub,141,1976,1976,2008,1
951,938,1215,0,Pave,4,1Fam,2,No,0.0,0.0,3,425.0,259.0,0.0,LwQ,Unf,N,2,2,SBrkr,20,4,3,MetalSd,MetalSd,None,0,0,BrkTil,2,7,0.0,0.0,0,None,0,None,0.0,2358,0,OthW,2,2Story,1319,1,3,Lvl,Gtl,5250,Inside,50.0,Reg,205,70,RM,0.0,None,None,0,12,OldTown,54,5,8,902330010,Y,0,1,CompShg,Gable,WD ,122000,0,Pave,8,684.0,AllPub,0,1872,1987,2008,4
952,2726,0,0,None,2,1Fam,3,No,0.0,0.0,4,279.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,169,3,4,WdShing,Plywood,None,4,1,CBlock,2,7,691.0,2.0,4,Fin,4,Attchd,1986.0,2726,1,GasA,4,1Story,2231,1,4,HLS,Gtl,18044,CulDSac,70.0,IR1,0,20,RL,0.0,None,None,0,8,Crawfor,64,5,8,909475230,Y,228,5,CompShg,Gable,WD ,315000,0,Pave,6,279.0,AllPub,216,1986,1986,2007,20
953,939,858,0,None,3,1Fam,3,Av,0.0,0.0,4,939.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,639.0,2.0,3,RFn,3,Attchd,2006.0,1797,1,GasA,5,2Story,2162,1,4,Lvl,Gtl,9245,Inside,79.0,IR1,0,60,RL,0.0,None,None,0,4,CollgCr,53,5,7,907410050,Y,0,1,CompShg,Gable,WD ,213500,0,Pave,8,939.0,AllPub,144,2006,2006,2007,19
954,1040,0,0,None,2,1Fam,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,Y,2,2,FuseF,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,625.0,2.0,3,Unf,3,Detchd,1950.0,1040,0,GasA,3,1Story,2622,1,3,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,None,0,6,NAmes,0,7,5,535451190,Y,0,1,CompShg,Hip,WD ,109500,0,Pave,5,0.0,AllPub,0,1950,1950,2006,12
955,789,0,0,None,2,1Fam,3,No,0.0,0.0,3,516.0,104.0,169.0,ALQ,BLQ,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,0,0,CBlock,1,7,250.0,1.0,3,Unf,3,Detchd,1948.0,789,0,GasA,5,1Story,1300,1,3,Lvl,Gtl,6000,Inside,50.0,Reg,0,20,RM,0.0,None,None,0,4,OldTown,0,5,5,902201120,Y,0,1,CompShg,Gable,WD ,115000,0,Pave,5,789.0,AllPub,0,1948,1950,2008,4
956,1143,0,0,Pave,1,TwnhsE,3,No,0.0,0.0,4,1143.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,4,1,PConc,1,7,588.0,2.0,3,RFn,3,Attchd,2004.0,1143,1,GasA,5,1Story,2505,1,4,Lvl,Gtl,3628,Inside,34.0,Reg,0,120,FV,0.0,None,None,0,5,Somerst,191,5,7,533206040,Y,0,1,CompShg,Gable,WD ,176400,0,Pave,5,1143.0,AllPub,0,2004,2004,2006,22
957,1489,0,0,None,3,1Fam,3,No,0.0,0.0,3,1489.0,0.0,0.0,Unf,Unf,Y,3,2,SBrkr,0,3,3,BrkFace,BrkFace,None,4,1,CBlock,2,7,462.0,2.0,3,RFn,3,Attchd,1968.0,1489,0,GasA,4,1Story,582,1,4,Lvl,Gtl,9156,Inside,68.0,IR1,0,20,RL,0.0,None,None,0,8,NWAmes,0,7,6,534127170,Y,0,1,CompShg,Hip,WD ,185750,0,Pave,7,1489.0,AllPub,0,1968,1968,2009,17
958,1004,848,0,None,3,1Fam,3,Mn,0.0,0.0,4,336.0,668.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,GdPrv,3,2,PConc,2,7,660.0,3.0,3,Fin,3,Attchd,1999.0,1852,1,GasA,5,2Story,1458,1,4,Lvl,Gtl,9066,Inside,73.0,IR1,0,60,RL,320.0,BrkFace,None,0,12,CollgCr,106,5,8,907254020,Y,0,1,CompShg,Gable,WD ,230000,0,Pave,7,1004.0,AllPub,224,1999,2000,2008,19
959,960,0,0,None,3,1Fam,3,No,0.0,0.0,3,960.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,WdShing,Wd Shng,MnPrv,0,0,CBlock,1,7,0.0,0.0,0,None,0,None,0.0,960,0,GasA,5,1Story,281,1,3,HLS,Gtl,6410,Inside,64.0,Reg,0,20,RL,0.0,None,None,0,5,Edwards,0,5,4,908203100,Y,0,1,CompShg,Hip,WD ,90000,0,Pave,5,960.0,AllPub,0,1958,1958,2010,6
961,768,0,0,None,2,1Fam,3,Av,1.0,0.0,4,149.0,619.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,None,0,0,CBlock,1,7,624.0,2.0,3,Unf,3,Detchd,1987.0,768,0,GasA,5,SFoyer,2298,1,3,Lvl,Gtl,7244,Inside,54.0,Reg,0,85,RL,0.0,None,None,0,4,Mitchel,0,7,5,923230180,Y,0,1,CompShg,Gable,WD ,129500,0,Pave,5,768.0,AllPub,104,1970,1970,2007,13
962,1124,0,0,None,3,1Fam,3,Av,1.0,0.0,3,210.0,914.0,0.0,BLQ,Unf,Y,2,2,SBrkr,180,3,3,Wd Sdng,Wd Sdng,None,3,1,CBlock,1,7,353.0,1.0,3,Fin,3,Attchd,1956.0,1124,0,GasA,5,1Story,2580,1,3,Lvl,Gtl,10152,Inside,72.0,Reg,0,20,RL,0.0,None,None,0,5,NAmes,211,6,6,535180020,Y,0,1,CompShg,Gable,WD ,153000,142,Pave,6,1124.0,AllPub,0,1956,1994,2006,12
963,612,612,0,Pave,2,TwnhsE,3,Av,0.0,0.0,4,318.0,294.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,528.0,2.0,3,RFn,3,Detchd,2009.0,1224,1,GasA,5,2Story,568,1,4,Lvl,Gtl,3000,Inside,30.0,Reg,0,160,FV,76.0,Stone,None,0,6,Somerst,234,5,6,533210020,Y,0,1,CompShg,Gable,New,173733,0,Pave,4,612.0,AllPub,0,2009,2009,2009,22
964,1100,0,0,None,3,1Fam,3,No,0.0,0.0,4,1100.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,0,0,PConc,1,7,0.0,0.0,0,None,0,None,0.0,1100,1,GasA,5,1Story,1807,1,3,Lvl,Gtl,7500,Inside,63.0,Reg,0,20,RL,0.0,None,None,0,6,SawyerW,136,5,6,531363020,Y,0,1,CompShg,Gable,New,146000,0,Pave,6,1100.0,AllPub,0,2006,2007,2007,14
965,1019,537,0,None,3,1Fam,3,No,0.0,0.0,3,482.0,300.0,0.0,Rec,Unf,Y,1,2,SBrkr,150,4,3,MetalSd,MetalSd,None,4,1,CBlock,2,7,470.0,2.0,3,Unf,3,Attchd,1949.0,1556,0,GasA,3,1.5Fin,129,1,3,Lvl,Gtl,17360,Corner,120.0,Reg,0,50,RL,340.0,Stone,None,0,1,NAmes,0,6,6,534431070,Y,0,1,CompShg,Gable,WD ,172500,0,Pave,6,782.0,AllPub,0,1949,1950,2010,12
966,1356,0,0,None,3,1Fam,3,Gd,2.0,0.0,4,96.0,1148.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,Plywood,MnPrv,3,1,PConc,2,7,528.0,2.0,3,Fin,3,Attchd,1977.0,1356,0,GasA,3,SLvl,2294,1,3,Low,Mod,15957,Corner,68.0,IR1,0,80,RL,0.0,None,None,0,9,Mitchel,0,6,6,923229100,Y,0,1,CompShg,Gable,WD ,188000,0,Pave,6,1244.0,AllPub,1424,1977,1977,2007,13
967,1262,0,0,None,3,1Fam,3,Gd,0.0,1.0,4,284.0,978.0,0.0,ALQ,Unf,Y,1,2,SBrkr,0,3,3,MetalSd,MetalSd,None,3,1,CBlock,2,7,460.0,2.0,3,RFn,3,Attchd,1976.0,1262,0,GasA,5,1Story,1860,1,3,Lvl,Gtl,9600,FR2,80.0,Reg,0,20,RL,0.0,None,None,0,5,Veenker,0,8,6,533254130,Y,0,1,CompShg,Gable,WD ,181500,0,Pave,6,1262.0,AllPub,298,1976,1976,2007,24
968,827,834,0,None,3,1Fam,3,Av,1.0,0.0,4,70.0,385.0,344.0,GLQ,ALQ,Y,3,2,SBrkr,0,3,4,VinylSd,VinylSd,None,3,1,PConc,2,7,550.0,2.0,3,RFn,3,Attchd,1996.0,1661,1,GasA,5,2Story,839,1,4,Lvl,Gtl,10667,CulDSac,43.0,IR2,0,60,RL,0.0,None,None,0,4,CollgCr,61,6,7,907131090,Y,0,1,CompShg,Gable,ConLw,212000,0,Pave,6,799.0,AllPub,158,1996,1996,2009,19
969,945,912,0,None,4,1Fam,3,No,0.0,0.0,3,945.0,0.0,0.0,Unf,Unf,Y,3,2,SBrkr,0,3,3,Plywood,Plywood,GdPrv,3,1,CBlock,2,7,482.0,2.0,3,RFn,3,Attchd,1978.0,1857,1,GasA,3,2Story,2349,1,3,Lvl,Gtl,10530,Inside,81.0,Reg,0,60,RL,68.0,BrkFace,None,0,7,NWAmes,105,5,7,527355060,Y,0,1,CompShg,Gable,WD ,188900,0,Pave,8,945.0,AllPub,400,1978,1978,2006,17
970,666,0,0,None,2,1Fam,2,No,0.0,1.0,2,367.0,299.0,0.0,LwQ,Unf,N,2,2,SBrkr,0,2,2,WdShing,Wd Shng,MnPrv,0,0,CBlock,1,7,0.0,0.0,0,None,0,None,0.0,666,0,GasA,2,1Story,1903,1,4,Lvl,Gtl,5000,Inside,50.0,Reg,0,20,RL,0.0,None,None,0,4,BrkSide,52,3,3,534450110,N,0,1,CompShg,Gable,WD ,64500,0,Pave,4,666.0,AllPub,0,1946,1950,2007,5
971,1117,864,0,None,4,1Fam,3,Av,1.0,0.0,4,153.0,964.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,3,1,PConc,2,7,522.0,2.0,3,Fin,3,Attchd,1978.0,1981,1,GasA,5,2Story,234,1,4,Low,Mod,17082,CulDSac,68.0,IR1,0,60,RL,288.0,BrkFace,None,0,5,ClearCr,104,5,6,905352140,Y,0,1,CompShg,Gable,WD ,230000,0,Pave,8,1117.0,AllPub,336,1978,1992,2010,21
972,901,450,0,None,3,1Fam,3,No,1.0,0.0,3,666.0,130.0,105.0,ALQ,BLQ,Y,2,2,SBrkr,43,4,3,VinylSd,VinylSd,None,4,1,CBlock,1,7,576.0,2.0,3,Unf,3,Detchd,1975.0,1351,0,GasA,3,1.5Fin,2172,1,3,Lvl,Gtl,16287,Inside,74.0,Reg,0,50,RL,0.0,None,None,0,7,Edwards,0,6,5,908127060,N,0,1,CompShg,Gable,WD ,122000,100,Pave,7,901.0,AllPub,0,1925,1950,2007,6
